instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_daily,atemp,hum_daily,windspeed_daily,casual,registered,cnt_daily,cnt_hourly,temp_hourly,hum_hourly,windspeed_hourly
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2660,0.4283333333333333,0.8583333333333334,0.2214
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,3068,0.42333333333333334,0.7575,0.047275000000000005
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2209,0.37333333333333335,0.6862499999999999,0.27424583333333336
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,1011,0.3025,0.5425,0.1903041666666667
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,754,0.2747826086956522,0.681304347826087,0.1550913043478261
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,1317,0.32173913043478264,0.5069565217391304,0.23946521739130433
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,1162,0.325,0.7625000000000001,0.18845
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,2302,0.2991304347826087,0.5039130434782608,0.2939608695652174
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2423,0.24833333333333332,0.5741666666666667,0.11941249999999999
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2999,0.3116666666666667,0.6366666666666666,0.1343375
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2485,0.41,0.6158333333333333,0.22015416666666665
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2294,0.37000000000000005,0.6925,0.19216666666666668
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,1951,0.27304347826086955,0.38130434782608696,0.32966521739130433
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2236,0.15,0.44125,0.36567083333333333
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2368,0.1075,0.4145833333333333,0.1847
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,3272,0.2658333333333333,0.5241666666666667,0.1299875
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,4098,0.33416666666666667,0.5420833333333334,0.16790833333333333
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,4521,0.3933333333333333,0.5316666666666666,0.17475833333333335
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,3425,0.33749999999999997,0.465,0.19154166666666664
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2376,0.22416666666666665,0.7016666666666667,0.0989
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,3598,0.30869565217391304,0.6465217391304349,0.18755217391304346
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2177,0.27416666666666667,0.8475,0.13122083333333334
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,4097,0.3825,0.8029166666666666,0.1809666666666667
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,3214,0.27416666666666667,0.5075,0.3781083333333333
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2493,0.18000000000000002,0.4575,0.18718333333333334
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2311,0.16666666666666666,0.4191666666666667,0.2512583333333333
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2298,0.19000000000000003,0.5225,0.23135833333333333
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2935,0.3730434782608696,0.716086956521739,0.3491304347826087
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,3376,0.30333333333333334,0.44333333333333336,0.4154291666666667
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,3292,0.19000000000000003,0.4975,0.22015833333333334
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,3163,0.2175,0.45,0.20274999999999999
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,1301,0.17333333333333334,0.8312499999999999,0.22264166666666665
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,1977,0.1625,0.79625,0.1996375
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,2432,0.21833333333333335,0.91125,0.11070833333333334
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,4339,0.3425,0.8358333333333333,0.12376666666666668
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,4270,0.2941666666666667,0.6437499999999999,0.16107083333333333
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,4075,0.34166666666666673,0.7695833333333333,0.07339583333333334
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,3456,0.425,0.74125,0.3426666666666667
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,4023,0.31583333333333335,0.5433333333333333,0.21082916666666665
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,3243,0.28250000000000003,0.31125,0.24004999999999999
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,3624,0.26916666666666667,0.4008333333333333,0.2157916666666667
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,4509,0.38999999999999996,0.4166666666666667,0.26181666666666664
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,4579,0.4691666666666667,0.5079166666666667,0.1890666666666667
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,3761,0.39916666666666667,0.6729166666666666,0.18718749999999998
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,4151,0.31333333333333335,0.5266666666666667,0.17849583333333333
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2832,0.26416666666666666,0.7795833333333334,0.12189583333333333
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2947,0.2658333333333333,0.6879166666666667,0.17599583333333335
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,3784,0.2826086956521739,0.6221739130434782,0.1538
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,4375,0.3541666666666667,0.49625,0.14737916666666667
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,2802,0.25666666666666665,0.7229166666666668,0.13372083333333332
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,3830,0.265,0.5620833333333334,0.1940375
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,3831,0.2808333333333333,0.54,0.11692916666666668
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2169,0.22416666666666665,0.7312500000000001,0.2897958333333333
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,1529,0.1275,0.46458333333333335,0.4092125
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,3422,0.2225,0.41125000000000006,0.16728333333333334
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,3922,0.31916666666666665,0.50875,0.14117916666666666
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,4169,0.34833333333333333,0.53125,0.1816
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,3005,0.31666666666666665,0.7529166666666667,0.09142499999999999
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,4154,0.3433333333333333,0.6345833333333334,0.2058458333333333
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,4318,0.3466666666666667,0.5345833333333333,0.19092916666666668
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2689,0.27999999999999997,0.5158333333333334,0.2531125
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,3129,0.28,0.5078260869565218,0.2290826086956522
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,3777,0.28782608695652173,0.5943478260869565,0.2057173913043478
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,4773,0.3958333333333333,0.5679166666666666,0.23447083333333332
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,5062,0.45416666666666666,0.5545833333333333,0.1909125
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,3487,0.4075,0.7374999999999999,0.23756666666666668
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,2732,0.29083333333333333,0.3958333333333333,0.4216416666666667
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,3389,0.2791666666666667,0.41,0.20522916666666668
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,4322,0.3666666666666667,0.4908333333333333,0.26803333333333335
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,4363,0.3591666666666667,0.3958333333333333,0.19341666666666668
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,1834,0.3443478260869565,0.8047826086956522,0.1791173913043478
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,4990,0.48583333333333334,0.6154166666666666,0.2269875
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,3194,0.35333333333333333,0.6570833333333334,0.14490416666666667
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,4066,0.4141666666666666,0.62125,0.16107916666666666
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,3423,0.32583333333333336,0.4033333333333333,0.3345708333333333
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,3333,0.24333333333333332,0.50625,0.2288583333333333
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,3956,0.25833333333333336,0.4566666666666667,0.200875
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,4916,0.40416666666666673,0.5133333333333333,0.3457791666666667
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,5382,0.5275,0.5675,0.4415625
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,4569,0.41083333333333333,0.4070833333333333,0.4148
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,4118,0.28750000000000003,0.35041666666666665,0.22575
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,4911,0.3617391304347826,0.4769565217391304,0.22258695652173915
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,5298,0.46666666666666673,0.4891666666666667,0.2077125
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,5847,0.5650000000000001,0.6175,0.23695
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,6312,0.5725,0.5070833333333333,0.1150625
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,6192,0.5575,0.5795833333333333,0.14988333333333334
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,4378,0.43583333333333335,0.8420833333333334,0.11319166666666668
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,7836,0.5141666666666667,0.7558333333333334,0.11070416666666667
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,5892,0.4725,0.81,0.12688333333333332
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,6153,0.545,0.7287499999999999,0.16231666666666666
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,6093,0.5608333333333334,0.8079166666666667,0.12127083333333333
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,6230,0.5316666666666666,0.82125,0.08955833333333334
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,6871,0.5541666666666667,0.8312499999999999,0.1175625
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,8362,0.6016666666666667,0.6941666666666667,0.1163
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,3372,0.5025000000000001,0.8854166666666666,0.19278333333333333
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,4996,0.4375,0.8808333333333334,0.22077500000000003
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,5558,0.4458333333333333,0.4779166666666666,0.38682083333333334
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,5102,0.3233333333333333,0.29,0.18719166666666667
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,5698,0.4841666666666667,0.48125,0.2916708333333333
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,6133,0.49416666666666664,0.43916666666666665,0.31965
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,5459,0.37000000000000005,0.5808333333333333,0.13806666666666667
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,6235,0.42416666666666664,0.7383333333333333,0.25061666666666665
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,6041,0.42583333333333334,0.67625,0.17226666666666668
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,5936,0.4339130434782609,0.5043478260869565,0.3121391304347826
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,6772,0.4666666666666666,0.39666666666666667,0.10013333333333334
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,6436,0.5416666666666666,0.4695833333333333,0.180975
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,6457,0.435,0.3741666666666667,0.21952916666666666
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6460,0.4033333333333333,0.3770833333333334,0.3003875
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,6857,0.4375,0.2541666666666667,0.27487083333333334
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,5169,0.5,0.2758333333333333,0.23259583333333333
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,5585,0.4891666666666667,0.3175,0.3581958333333333
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,5918,0.4466666666666667,0.435,0.249375
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,4862,0.348695652173913,0.46956521739130436,0.2952739130434782
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,5409,0.39749999999999996,0.46625,0.2904291666666667
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,6398,0.44250000000000006,0.4083333333333334,0.15547083333333334
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,7460,0.49500000000000005,0.5029166666666667,0.19091666666666665
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,7132,0.6066666666666667,0.5079166666666667,0.22512916666666669
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,6370,0.6641666666666667,0.5616666666666666,0.28482916666666663
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,6691,0.6083333333333333,0.39041666666666663,0.27362916666666665
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,4367,0.4633333333333333,0.5691666666666667,0.1679125
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,6565,0.49833333333333335,0.6124999999999999,0.06592916666666666
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,7290,0.5266666666666667,0.6945833333333334,0.14987083333333334
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,6624,0.57,0.6829166666666667,0.2835875
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,1027,0.39666666666666667,0.8354166666666667,0.34454583333333333
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,3214,0.32166666666666666,0.7666666666666666,0.30349583333333335
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,5633,0.41333333333333333,0.45416666666666666,0.24938333333333332
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,6196,0.4766666666666666,0.42791666666666667,0.11879166666666667
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,5026,0.49833333333333335,0.7566666666666667,0.176625
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,6233,0.4575,0.4008333333333333,0.3476333333333333
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,4220,0.3766666666666667,0.4895833333333333,0.129975
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,6304,0.4583333333333333,0.5870833333333333,0.11690833333333334
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,5572,0.46416666666666667,0.57,0.1716375
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,5740,0.6133333333333334,0.6595833333333333,0.15609583333333332
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,6169,0.5641666666666667,0.7970833333333333,0.1380583333333333
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,6421,0.5599999999999999,0.7683333333333334,0.13369583333333332
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,6296,0.6275000000000001,0.7354166666666666,0.1629375
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,6883,0.6216666666666667,0.7566666666666667,0.15299166666666666
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,6359,0.5625,0.7399999999999999,0.14987916666666667
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,6273,0.5375,0.6641666666666667,0.23072083333333335
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,5728,0.5816666666666667,0.6858333333333334,0.2960291666666667
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,4717,0.5750000000000001,0.7441666666666666,0.2164125
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,6572,0.5058333333333334,0.5520833333333334,0.31406249999999997
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,7030,0.5333333333333333,0.36041666666666666,0.2369375
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,7429,0.5641666666666667,0.48041666666666666,0.12313333333333333
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,6118,0.6125,0.57625,0.22511666666666666
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2843,0.5733333333333334,0.7895833333333333,0.21269166666666664
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,5115,0.6116666666666667,0.7945833333333333,0.14739166666666667
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,7424,0.6366666666666666,0.6979166666666666,0.12251250000000001
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,7384,0.5933333333333334,0.52,0.229475
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,7639,0.5641666666666667,0.5233333333333333,0.13681666666666667
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,8294,0.6,0.45625,0.08397500000000001
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,7129,0.6208333333333333,0.5304166666666666,0.2543666666666667
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,4359,0.5983333333333333,0.8112499999999999,0.23320416666666666
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,6073,0.615,0.7658333333333333,0.11816666666666666
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,5260,0.6216666666666667,0.7745833333333333,0.102
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,6770,0.6549999999999999,0.7166666666666667,0.17289583333333333
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,6734,0.68,0.7470833333333333,0.14054999999999998
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,6536,0.6925,0.7325,0.19899166666666668
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,6591,0.69,0.6970833333333334,0.21517083333333334
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,6043,0.7125,0.67625,0.19652083333333334
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,5743,0.7225,0.6845833333333333,0.2954
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,6855,0.6566666666666666,0.6699999999999999,0.13432916666666667
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,7338,0.68,0.49291666666666667,0.19527916666666667
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,4127,0.6541666666666667,0.7554166666666666,0.2375625
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,8120,0.5833333333333334,0.5491666666666667,0.1865625
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,7641,0.6025,0.49333333333333335,0.1840875
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,6998,0.5975,0.4870833333333333,0.2848333333333333
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,7001,0.5408333333333334,0.6133333333333334,0.20957499999999998
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,7055,0.5541666666666667,0.61125,0.077125
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,7494,0.6024999999999999,0.5670833333333333,0.15735000000000002
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,7736,0.6491666666666667,0.4679166666666667,0.17538333333333334
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,7498,0.7108333333333333,0.4370833333333333,0.14428749999999999
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,6598,0.7266666666666667,0.5383333333333333,0.13372083333333332
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,6664,0.7208333333333333,0.5879166666666666,0.2077125
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,4972,0.6533333333333333,0.8333333333333334,0.21454583333333332
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,7421,0.6558333333333334,0.5820833333333333,0.34327916666666664
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,7363,0.6483333333333333,0.5695833333333333,0.2537333333333333
